SITE_NAME,BEGIN,END,PERIOD_EUR,DAYS_INVOICE,KWH_NEW,DAYLY_AVERAGE_CONSUMPTION,INVOICES
0004KO,2019-01-05,2019-05-31,"338,01",147,2457.0,16.71,35
0004KO,2019-01-06,2019-06-30,"338,81",176,2463.0,13.99,35
0004KO,2019-01-07,2019-07-31,"349,37",206,2542.0,12.34,35
0004KO,2019-01-08,2019-08-31,"347,50",236,2528.0,10.71,35
0004KO,2019-01-09,2019-09-30,"329,06",265,2390.0,9.02,35
0004KO,2019-01-10,2019-10-31,"338,55",295,2461.0,8.34,35
0004KO,2019-01-11,2019-11-30,"327,19",324,2376.0,7.33,35
0004KO,2019-01-12,2019-12-31,"335,07",354,2435.0,6.88,35
0004KO,2020-01-01,2020-01-31,"334,66",31,2444.0,78.84,35
0004KO,2020-01-02,2020-02-29,"322,73",59,2354.0,39.9,35
0004KO,2020-01-03,2020-03-31,"349,49",89,2556.0,28.72,35
0004KO,2020-01-04,2020-04-30,"351,22",118,2569.0,21.77,35
0004KO,2020-01-05,2020-05-31,"362,74",148,2656.0,17.95,35
0004KO,2020-01-06,2020-06-30,"357,31",177,2615.0,14.77,35
0004KO,2020-01-07,2020-07-31,"381,29",207,2796.0,13.51,35
0004KO,2020-01-08,2020-08-31,"392,15",237,2878.0,12.14,35
0004KO,2020-01-09,2020-09-30,"372,28",266,2728.0,10.26,35
0004KO,2020-01-10,2020-10-31,"379,83",296,2785.0,9.41,35
0004KO,2020-01-11,2020-11-30,"353,44",325,2668.0,8.21,35
0005KO,2018-01-01,2018-06-30,"1 921,96",181,,,20
0005KO,2018-01-07,2018-12-31,"2 239,81",359,,,20
0005KO,2019-01-01,2019-06-30,"2 470,29",181,,,20
0005KO,2019-01-07,2019-07-31,"442,33",206,3412.0,16.56,20
0005KO,2019-01-08,2019-08-31,"368,51",236,2804.0,11.88,20
0005KO,2019-01-09,2019-09-30,"353,82",265,2683.0,10.12,20
0005KO,2019-01-10,2019-10-31,"362,93",295,2758.0,9.35,20
0005KO,2019-01-11,2019-11-30,"350,26",324,2654.0,8.19,20
0005KO,2019-01-12,2019-12-31,"358,19",354,2719.0,7.68,20
0005KO,2020-01-01,2020-01-31,"354,04",31,2732.0,88.13,20
0005KO,2020-01-02,2020-02-29,"341,03",59,2623.0,44.46,20
0005KO,2020-01-03,2020-03-31,"362,25",89,2776.0,31.19,20
0005KO,2020-01-04,2020-04-30,"366,46",118,2811.0,23.82,20
0005KO,2020-01-05,2020-05-31,"381,51",148,2936.0,19.84,20
0005KO,2020-01-06,2020-06-30,"377,89",177,2906.0,16.42,20
0005KO,2020-01-07,2020-07-31,"396,19",207,3058.0,14.77,20
0005KO,2020-01-08,2020-08-31,"403,65",237,3120.0,13.16,20
0005KO,2020-01-09,2020-09-30,"391,26",266,3017.0,11.34,20
0005KO,2020-01-10,2020-10-31,"396,19",296,3058.0,10.33,20
0005KO,2020-01-11,2020-11-30,"378,74",325,2913.0,8.96,20
0006BB,2018-01-01,2018-01-31,"286,32",31,2195.0,70.81,35
0006BB,2018-01-02,2018-02-28,"261,49",58,1999.0,34.47,35
0006BB,2018-01-03,2018-03-31,"288,05",88,2203.0,25.03,35
0006BB,2018-01-04,2018-04-30,"284,89",117,2174.0,18.58,35
0006BB,2018-01-05,2018-05-31,"301,54",147,2306.0,15.69,35
0006BB,2018-01-06,2018-06-30,"301,40",176,2306.0,13.1,35
0006BB,2018-01-07,2018-07-31,"358,62",206,2759.0,13.39,35
0006BB,2018-01-08,2018-08-31,"361,69",236,2781.0,11.78,35
0006BB,2018-01-09,2018-09-30,"346,44",265,2647.0,9.99,35
0006BB,2018-01-10,2018-10-31,"353,93",295,2708.0,9.18,35
0006BB,2018-01-11,2018-11-30,"341,31",324,2609.0,8.05,35
0006BB,2018-01-12,2018-12-31,"368,59",354,2827.0,7.99,35
0006BB,2019-01-01,2019-01-31,"352,08",31,2829.0,91.26,35
0006BB,2019-01-02,2019-02-28,"309,62",58,2475.0,42.67,35
0006BB,2019-01-03,2019-03-31,"338,57",88,2713.0,30.83,35
0006BB,2019-01-04,2019-04-30,"313,08",117,2505.0,21.41,35
0006BB,2019-01-05,2019-05-31,"323,20",147,2600.0,17.69,35
0006BB,2019-01-06,2019-06-30,"344,85",176,2770.0,15.74,35
0006BB,2019-01-07,2019-07-31,"355,89",206,2861.0,13.89,35
0006BB,2019-01-08,2019-08-31,"352,13",236,2826.0,11.97,35
0006BB,2019-01-09,2019-09-30,"338,31",265,2714.0,10.24,35
0006BB,2019-01-10,2019-10-31,"349,08",295,2805.0,9.51,35
0006BB,2019-01-11,2019-11-30,"334,16",324,2680.0,8.27,35
0006BB,2019-01-12,2019-12-31,"340,42",354,2735.0,7.73,35
0006BB,2020-01-01,2020-01-31,"392,84",31,2743.0,88.48,35
0006BB,2020-01-02,2020-02-29,"365,54",59,2535.0,42.97,35
0006BB,2020-01-03,2020-03-31,"383,08",89,2644.0,29.71,35
0006BB,2020-01-04,2020-04-30,"371,58",118,2569.0,21.77,35
0006BB,2020-01-05,2020-05-31,"383,26",148,2655.0,17.94,35
0006BB,2020-01-06,2020-06-30,"378,94",177,2623.0,14.82,35
0006BB,2020-01-07,2020-07-31,"396,43",207,2755.0,13.31,35
0006BB,2020-01-08,2020-08-31,"401,25",237,2797.0,11.8,35
0006BB,2020-01-09,2020-09-30,"452,79",266,3171.0,11.92,35
0006BB,2020-01-10,2020-10-31,"492,83",296,3464.0,11.7,35
0006BB,2020-01-11,2020-11-30,"459,69",325,3315.0,10.2,35
0006BR,2018-01-01,2018-06-30,"1 854,79",181,,,20
0006BR,2018-01-07,2018-12-31,"1 956,44",359,,,20
0006BR,2019-01-01,2019-06-30,"1 800,14",181,,,20
0006BR,2019-01-07,2019-07-31,"323,81",206,2493.0,12.1,20
0006BR,2019-01-08,2019-08-31,"343,60",236,2656.0,11.25,20
0006BR,2019-01-09,2019-09-30,"336,56",265,2598.0,9.8,20
0006BR,2019-01-10,2019-10-31,"339,11",295,2619.0,8.88,20
0006BR,2019-01-11,2019-11-30,"324,91",324,2502.0,7.72,20
0006BR,2019-01-12,2019-12-31,"330,49",354,2548.0,7.2,20
0006BR,2020-01-01,2020-01-31,"330,01",31,2544.0,82.06,20
0006BR,2020-01-02,2020-02-29,"309,51",59,2417.0,40.97,20
0006BR,2020-01-03,2020-03-31,"334,24",89,2601.0,29.22,20
0006BR,2020-01-04,2020-04-30,"336,65",118,2621.0,22.21,20
0006BR,2020-01-05,2020-05-31,"346,76",148,2705.0,18.28,20
0006BR,2020-01-06,2020-06-30,"337,97",177,2632.0,14.87,20
0006BR,2020-01-07,2020-07-31,"355,67",207,2779.0,13.43,20
0006BR,2020-01-08,2020-08-31,"360,12",237,2816.0,11.88,20
0006BR,2020-01-09,2020-09-30,"346,52",266,2703.0,10.16,20
0006BR,2020-01-10,2020-10-31,"353,26",296,2759.0,9.32,20
0006BR,2020-01-11,2020-11-30,"338,69",325,2638.0,8.12,20
0007BB,2018-01-01,2018-01-31,"219,45",31,1555.0,50.16,35
0007BB,2018-01-02,2018-02-28,"202,83",58,1436.0,24.76,35
0007BB,2018-01-03,2018-03-31,"225,19",88,1706.0,19.39,35
0007BB,2018-01-04,2018-04-30,"249,77",117,1523.0,13.02,35
0007BB,2018-01-05,2018-05-31,"272,10",147,1582.0,10.76,35
0007BB,2018-01-06,2018-06-30,"313,66",176,1714.0,9.74,35
0007BB,2018-01-07,2018-07-31,"355,76",206,1923.0,9.33,35
0007BB,2018-01-08,2018-08-31,"372,94",236,2119.0,8.98,35
0007BB,2018-01-09,2018-09-30,"318,94",265,1833.0,6.92,35
0007BB,2018-01-10,2018-10-31,"285,03",295,1939.0,6.57,35
0007BB,2018-01-11,2018-11-30,"262,62",324,1931.0,5.96,35
0007BB,2018-01-12,2018-12-31,"248,41",354,1956.0,5.53,35
0007BB,2019-01-01,2019-01-31,"280,22",31,1946.0,62.77,35
0007BB,2019-01-02,2019-02-28,"294,73",58,1939.0,33.43,35
0007BB,2019-01-03,2019-03-31,"276,50",88,1739.0,19.76,35
0007BB,2019-01-04,2019-04-30,"333,65",117,1885.0,16.11,35
0007BB,2019-01-05,2019-05-31,"340,55",147,1946.0,13.24,35
0007BB,2019-01-06,2019-06-30,"364,61",176,1805.0,10.26,35
0007BB,2019-01-07,2019-07-31,"426,92",206,2124.0,10.31,35
0007BB,2019-01-08,2019-08-31,"412,93",236,2075.0,8.79,35
0007BB,2019-01-09,2019-09-30,"367,87",265,1916.0,7.23,35
0007BB,2019-01-10,2019-10-31,"375,08",295,2246.0,7.61,35
0007BB,2019-01-11,2019-11-30,"287,15",324,1829.0,5.65,35
0007BB,2019-01-12,2019-12-31,"306,61",354,2004.0,5.66,35
0007BB,2020-01-01,2020-01-31,"317,16",31,2143.0,69.13,35
0007BB,2020-01-02,2020-02-29,"223,20",59,1440.0,24.41,35
0007BB,2020-01-03,2020-03-31,"120,36",89,77.0,0.87,35
0007BB,2020-01-04,2020-04-30,"582,74",118,3133.0,26.55,35
0007BB,2020-01-05,2020-05-31,"425,52",148,2338.0,15.8,35
0007BB,2020-01-06,2020-06-30,"343,28",177,1725.0,9.75,35
0007BB,2020-01-07,2020-07-31,"414,49",207,2104.0,10.16,35
0007BB,2020-01-08,2020-08-31,"371,51",237,1915.0,8.08,35
0007BB,2020-01-09,2020-09-30,"428,46",266,2267.0,8.52,35
0007BB,2020-01-10,2020-10-31,"300,83",296,1857.0,6.27,35
0007BB,2020-01-11,2020-11-30,"309,97",325,1987.0,6.11,35
0007BR,2018-01-01,2018-01-31,"281,73",31,2620.0,84.52,35
0007BR,2018-01-02,2018-02-28,"254,07",58,2355.0,40.6,35
0007BR,2018-01-03,2018-03-31,"294,96",88,2755.0,31.31,35
0007BR,2018-01-04,2018-04-30,"334,89",117,3149.0,26.91,35
0007BR,2018-01-05,2018-05-31,"407,32",147,3848.0,26.18,35
0007BR,2018-01-06,2018-06-30,"393,85",176,3718.0,21.12,35
0007BR,2018-01-07,2018-07-31,"434,44",206,4107.0,19.94,35
0007BR,2018-01-08,2018-08-31,"447,92",236,4237.0,17.95,35
0007BR,2018-01-09,2018-09-30,"356,08",265,3326.0,12.55,35
0007BR,2018-01-10,2018-10-31,"281,79",295,2613.0,8.86,35
0007BR,2018-01-11,2018-11-30,"259,19",324,2396.0,7.4,35
0007BR,2018-01-12,2018-12-31,"271,31",354,2511.0,7.09,35
0007BR,2019-01-01,2019-01-31,"263,64",31,2500.0,80.65,35
0007BR,2019-01-02,2019-02-28,"235,58",58,2227.0,38.4,35
0007BR,2019-01-03,2019-03-31,"267,20",88,2538.0,28.84,35
0007BR,2019-01-04,2019-04-30,"265,35",117,2520.0,21.54,35
0007BR,2019-01-05,2019-05-31,"271,61",147,2581.0,17.56,35
0007BR,2019-01-06,2019-06-30,"296,42",176,2816.0,16.0,35
0007BR,2019-01-07,2019-07-31,"287,14",206,2731.0,13.26,35
0007BR,2019-01-08,2019-08-31,"291,72",236,2775.0,11.76,35
0007BR,2019-01-09,2019-09-30,"277,46",265,2636.0,9.95,35
0007BR,2019-01-10,2019-10-31,"286,23",295,2721.0,9.22,35
0007BR,2019-01-11,2019-11-30,"272,27",324,2584.0,7.98,35
0007BR,2019-01-12,2019-12-31,"291,44",354,2772.0,7.83,35
0007BR,2020-01-01,2020-01-31,"355,75",31,2834.0,91.42,35
0007BR,2020-01-02,2020-02-29,"337,88",59,2688.0,45.56,35
0007BR,2020-01-03,2020-03-31,"352,29",89,2820.0,31.69,35
0007BR,2020-01-04,2020-04-30,"351,17",118,2812.0,23.83,35
0007BR,2020-01-05,2020-05-31,"352,71",148,2811.0,18.99,35
0007BR,2020-01-06,2020-06-30,"344,48",177,2747.0,15.52,35
0007BR,2020-01-07,2020-07-31,"359,93",207,2887.0,13.95,35
0007BR,2020-01-08,2020-08-31,"363,22",237,2914.0,12.3,35
0007BR,2020-01-09,2020-09-30,"349,58",266,2802.0,10.53,35
0007BR,2020-01-10,2020-10-31,"353,72",296,2836.0,9.58,35
0007BR,2020-01-11,2020-11-30,"335,95",325,2690.0,8.28,35
0008BB,2018-01-01,2018-12-31,"5 096,07",365,,,24
0008BB,2019-01-01,2019-01-31,"448,59",31,3559.0,114.81,24
0008BB,2019-01-02,2019-02-28,"385,65",58,3123.0,53.84,24
0008BB,2019-01-03,2019-03-31,"424,95",88,3450.0,39.2,24
0008BB,2019-01-04,2019-04-30,"385,91",117,3130.0,26.75,24
0008BB,2019-01-05,2019-05-31,"390,34",147,3174.0,21.59,24
0008BB,2019-01-06,2019-06-30,"415,66",176,3376.0,19.18,24
0008BB,2019-01-07,2019-07-31,"434,07",206,3527.0,17.12,24
0008BB,2019-01-08,2019-08-31,"435,75",236,3545.0,15.02,24
0008BB,2019-01-09,2019-09-30,"414,48",265,3371.0,12.72,24
0008BB,2019-01-10,2019-10-31,"421,74",295,3434.0,11.64,24
0008BB,2019-01-11,2019-11-30,"403,80",324,3284.0,10.14,24
0008BB,2019-01-12,2019-12-31,"401,94",354,3269.0,9.23,24
0008BB,2020-01-01,2020-01-31,"463,95",31,3277.0,105.71,24
0008BB,2020-01-02,2020-02-29,"435,72",59,3062.0,51.9,24
0008BB,2020-01-03,2020-03-31,"464,40",89,3247.0,36.48,24
0008BB,2020-01-04,2020-04-30,"446,82",118,3131.0,26.53,24
0008BB,2020-01-05,2020-05-31,"460,84",148,3235.0,21.86,24
0008BB,2020-01-06,2020-06-30,"465,56",177,3267.0,18.46,24
0008BB,2020-01-07,2020-07-31,"500,24",207,3524.0,17.02,24
0008BB,2020-01-08,2020-08-31,"497,99",237,3516.0,14.84,24
0008BB,2020-01-09,2020-09-30,"467,29",266,3294.0,12.38,24
0008BB,2020-01-10,2020-10-31,"478,44",296,3378.0,11.41,24
0008BB,2020-01-11,2020-11-30,"442,00",325,3186.0,9.8,24
0008BR,2018-01-01,2018-12-31,"3 342,01",365,,,3
0008BR,2019-01-01,2019-11-09,"2 305,16",313,,,3
0008BR,2019-12-09,2019-12-31,"1 067,71",23,9483.0,412.3,3
0008KO,2018-01-01,2018-01-31,"307,08",31,2484.0,80.13,35
0008KO,2018-01-02,2018-02-28,"284,67",58,2298.0,39.62,35
0008KO,2018-01-03,2018-03-31,"309,37",88,2503.0,28.44,35
0008KO,2018-01-04,2018-04-30,"299,25",117,2419.0,20.68,35
0008KO,2018-01-05,2018-05-31,"309,97",147,2508.0,17.06,35
0008KO,2018-01-06,2018-06-30,"300,09",176,2426.0,13.78,35
0008KO,2018-01-07,2018-07-31,"311,23",206,2517.0,12.22,35
0008KO,2018-01-08,2018-08-31,"310,39",236,2510.0,10.64,35
0008KO,2018-01-09,2018-09-30,"302,17",265,2426.0,9.15,35
0008KO,2018-01-10,2018-10-31,"352,77",295,2843.0,9.64,35
0008KO,2018-01-11,2018-11-30,"357,75",324,2884.0,8.9,35
0008KO,2018-01-12,2018-12-31,"366,61",354,2957.0,8.35,35
0008KO,2019-01-01,2019-01-31,"404,07",31,2965.0,95.65,35
0008KO,2019-01-02,2019-02-28,"365,05",58,2673.0,46.09,35
0008KO,2019-01-03,2019-03-31,"403,00",88,2957.0,33.6,35
0008KO,2019-01-04,2019-04-30,"372,27",117,2727.0,23.31,35
0008KO,2019-01-05,2019-05-31,"357,04",147,2613.0,17.78,35
0008KO,2019-01-06,2019-06-30,"353,16",176,2584.0,14.68,35
0008KO,2019-01-07,2019-07-31,"359,71",206,2633.0,12.78,35
0008KO,2019-01-08,2019-08-31,"362,38",236,2653.0,11.24,35
0008KO,2019-01-09,2019-09-30,"349,69",265,2558.0,9.65,35
0008KO,2019-01-10,2019-10-31,"362,11",295,2651.0,8.99,35
0008KO,2019-01-11,2019-11-30,"348,75",324,2551.0,7.87,35
0008KO,2019-01-12,2019-12-31,"356,64",354,2610.0,7.37,35
0008KO,2020-01-01,2020-01-31,"356,59",31,2625.0,84.68,35
0008KO,2020-01-02,2020-02-29,"342,55",59,2519.0,42.69,35
0008KO,2020-01-03,2020-03-31,"363,88",89,2680.0,30.11,35
0008KO,2020-01-04,2020-04-30,"365,60",118,2693.0,22.82,35
0008KO,2020-01-05,2020-05-31,"378,58",148,2791.0,18.86,35
0008KO,2020-01-06,2020-06-30,"368,91",177,2718.0,15.36,35
0008KO,2020-01-07,2020-07-31,"388,79",207,2868.0,13.86,35
0008KO,2020-01-08,2020-08-31,"393,29",237,2902.0,12.24,35
0008KO,2020-01-09,2020-09-30,"383,88",266,2831.0,10.64,35
0008KO,2020-01-10,2020-10-31,"393,29",296,2902.0,9.8,35
0008KO,2020-01-11,2020-11-30,"377,26",325,2781.0,8.56,35
0009BB,2018-01-01,2018-01-31,"306,70",31,2370.0,76.45,35
0009BB,2018-01-02,2018-02-28,"277,21",58,2135.0,36.81,35
0009BB,2018-01-03,2018-03-31,"306,45",88,2366.0,26.89,35
0009BB,2018-01-04,2018-04-30,"314,57",117,2436.0,20.82,35
0009BB,2018-01-05,2018-05-31,"333,98",147,2582.0,17.56,35
0009BB,2018-01-06,2018-06-30,"327,70",176,2540.0,14.43,35
0009BB,2018-01-07,2018-07-31,"379,44",206,2943.0,14.29,35
0009BB,2018-01-08,2018-08-31,"382,43",236,2964.0,12.56,35
0009BB,2018-01-09,2018-09-30,"367,86",265,2835.0,10.7,35
0009BB,2018-01-10,2018-10-31,"377,68",295,2913.0,9.87,35
0009BB,2018-01-11,2018-11-30,"362,88",324,2797.0,8.63,35
0009BB,2018-01-12,2018-12-31,"390,99",354,3021.0,8.53,35
0009BB,2019-01-01,2019-01-31,"373,70",31,3027.0,97.65,35
0009BB,2019-01-02,2019-02-28,"333,61",58,2675.0,46.12,35
0009BB,2019-01-03,2019-03-31,"372,20",88,3006.0,34.16,35
0009BB,2019-01-04,2019-04-30,"331,52",117,2683.0,22.93,35
0009BB,2019-01-05,2019-05-31,"340,73",147,2782.0,18.93,35
0009BB,2019-01-06,2019-06-30,"367,70",176,2998.0,17.03,35
0009BB,2019-01-07,2019-07-31,"370,77",206,3031.0,14.71,35
0009BB,2019-01-08,2019-08-31,"376,80",236,3073.0,13.02,35
0009BB,2019-01-09,2019-09-30,"354,27",265,2866.0,10.82,35
0009BB,2019-01-10,2019-10-31,"362,61",295,2937.0,9.96,35
0009BB,2019-01-11,2019-11-30,"339,48",324,2750.0,8.49,35
0009BB,2019-01-12,2019-12-31,"346,81",354,2812.0,7.94,35
0009BB,2020-01-01,2020-01-31,"399,87",31,2815.0,90.81,35
0009BB,2020-01-02,2020-02-29,"373,14",59,2611.0,44.25,35
0009BB,2020-01-03,2020-03-31,"393,38",89,2738.0,30.76,35
0009BB,2020-01-04,2020-04-30,"381,03",118,2658.0,22.53,35
0009BB,2020-01-05,2020-05-31,"392,39",148,2742.0,18.53,35
0009BB,2020-01-06,2020-06-30,"386,03",177,2697.0,15.24,35
0009BB,2020-01-07,2020-07-31,"405,42",207,2843.0,13.73,35
0009BB,2020-01-08,2020-08-31,"411,47",237,2895.0,12.22,35
0009BB,2020-01-09,2020-09-30,"393,75",266,2768.0,10.41,35
0009BB,2020-01-10,2020-10-31,"404,49",296,2846.0,9.61,35
0009BB,2020-01-11,2020-11-30,"378,69",325,2731.0,8.4,35
0009BR,2018-01-01,2018-03-31,"982,92",90,6516.0,72.4,11
0009BR,2018-01-04,2018-02-07,"791,76",35,6591.0,188.31,11
0009BR,2018-01-07,2018-09-30,"806,03",267,6741.0,25.25,11
0009BR,2018-01-10,2018-12-31,"917,76",356,7399.0,20.78,11
0009BR,2019-01-01,2019-03-31,"997,27",90,6774.0,75.27,11
0009BR,2019-01-04,2019-06-30,"1 274,48",178,7421.0,41.69,11
0009BR,2019-01-07,2019-09-30,"1 300,58",267,7650.0,28.65,11
0009BR,2019-01-10,2019-12-31,"1 301,21",356,7427.0,20.86,11
0009BR,2020-01-01,2020-03-31,"1 278,42",91,7322.0,80.46,11
0009BR,2020-01-04,2020-06-30,"1 317,53",179,7325.0,40.92,11
0009BR,2020-01-07,2020-09-30,"1 238,88",268,7516.0,28.04,11
0009KO,2018-01-01,2018-03-31,"994,72",90,7741.0,86.01,11
0009KO,2018-01-04,2018-06-30,"999,00",178,7551.0,42.42,11
0009KO,2018-01-07,2018-09-30,"1 021,18",267,7910.0,29.63,11
0009KO,2018-01-10,2018-12-31,"1 042,25",356,7950.0,22.33,11
0009KO,2019-01-01,2019-03-31,"1 208,82",90,9378.0,104.2,11
0009KO,2019-01-04,2019-06-30,"1 117,39",178,8192.0,46.02,11
0009KO,2019-01-07,2019-09-30,"1 017,06",267,8130.0,30.45,11
0009KO,2019-01-10,2019-12-31,"1 000,18",356,8040.0,22.58,11
0009KO,2020-01-01,2020-03-31,"1 092,42",91,8080.0,88.79,11
0009KO,2020-01-04,2020-06-30,"1 225,58",179,8511.0,47.55,11
0009KO,2020-01-07,2020-09-30,"1 251,25",268,8849.0,33.02,11
0010BB,2018-01-01,2018-01-31,"318,71",31,2467.0,79.58,35
0010BB,2018-01-02,2018-02-28,"281,64",58,2172.0,37.45,35
0010BB,2018-01-03,2018-03-31,"322,51",88,2494.0,28.34,35
0010BB,2018-01-04,2018-04-30,"323,93",117,2504.0,21.4,35
0010BB,2018-01-05,2018-05-31,"373,23",147,2897.0,19.71,35
0010BB,2018-01-06,2018-06-30,"388,53",176,3015.0,17.13,35
0010BB,2018-01-07,2018-07-31,"411,86",206,3195.0,15.51,35
0010BB,2018-01-08,2018-08-31,"415,38",236,3220.0,13.64,35
0010BB,2018-01-09,2018-09-30,"393,23",265,3030.0,11.43,35
0010BB,2018-01-10,2018-10-31,"397,86",295,3073.0,10.42,35
0010BB,2018-01-11,2018-11-30,"392,19",324,3029.0,9.35,35
0010BB,2018-01-12,2018-12-31,"418,95",354,3244.0,9.16,35
0010BB,2019-01-01,2019-01-31,"395,91",31,3218.0,103.81,35
0010BB,2019-01-02,2019-02-28,"353,96",58,2851.0,49.16,35
0010BB,2019-01-03,2019-03-31,"389,55",88,3158.0,35.89,35
0010BB,2019-01-04,2019-04-30,"337,49",117,2735.0,23.38,35
0010BB,2019-01-05,2019-05-31,"344,49",147,2799.0,19.04,35
0010BB,2019-01-06,2019-06-30,"369,14",176,2992.0,17.0,35
0010BB,2019-01-07,2019-07-31,"379,54",206,3088.0,14.99,35
0010BB,2019-01-08,2019-08-31,"384,93",236,3125.0,13.24,35
0010BB,2019-01-09,2019-09-30,"365,29",265,2954.0,11.15,35
0010BB,2019-01-10,2019-10-31,"371,89",295,3018.0,10.23,35
0010BB,2019-01-11,2019-11-30,"352,46",324,2858.0,8.82,35
0010BB,2019-01-12,2019-12-31,"361,65",354,2935.0,8.29,35
0010BB,2020-01-01,2020-01-31,"415,96",31,2932.0,94.58,35
0010BB,2020-01-02,2020-02-29,"388,40",59,2722.0,46.14,35
0010BB,2020-01-03,2020-03-31,"413,84",89,2883.0,32.39,35
0010BB,2020-01-04,2020-04-30,"401,36",118,2803.0,23.75,35
0010BB,2020-01-05,2020-05-31,"413,48",148,2893.0,19.55,35
0010BB,2020-01-06,2020-06-30,"407,01",177,2848.0,16.09,35
0010BB,2020-01-07,2020-07-31,"424,52",207,2981.0,14.4,35
0010BB,2020-01-08,2020-08-31,"431,47",237,3038.0,12.82,35
0010BB,2020-01-09,2020-09-30,"413,90",266,2911.0,10.94,35
0010BB,2020-01-10,2020-10-31,"423,65",296,2985.0,10.08,35
0010BB,2020-01-11,2020-11-30,"396,52",325,2860.0,8.8,35
0010BR,2018-01-01,2018-01-31,"267,99",31,2453.0,79.13,35
0010BR,2018-01-02,2018-02-28,"243,87",58,2226.0,38.38,35
0010BR,2018-01-03,2018-03-31,"272,30",88,2495.0,28.35,35
0010BR,2018-01-04,2018-04-30,"266,78",117,2443.0,20.88,35
0010BR,2018-01-05,2018-05-31,"278,15",147,2551.0,17.35,35
0010BR,2018-01-06,2018-06-30,"269,63",176,2471.0,14.04,35
0010BR,2018-01-07,2018-07-31,"278,27",206,2551.0,12.38,35
0010BR,2018-01-08,2018-08-31,"278,64",236,2555.0,10.83,35
0010BR,2018-01-09,2018-09-30,"268,45",265,2441.0,9.21,35
0010BR,2018-01-10,2018-10-31,"275,44",295,2507.0,8.5,35
0010BR,2018-01-11,2018-11-30,"264,75",324,2407.0,7.43,35
0010BR,2018-01-12,2018-12-31,"270,92",354,2465.0,6.96,35
0010BR,2019-01-01,2019-01-31,"262,18",31,2443.0,78.81,35
0010BR,2019-01-02,2019-02-28,"239,06",58,2221.0,38.29,35
0010BR,2019-01-03,2019-03-31,"264,62",88,2467.0,28.03,35
0010BR,2019-01-04,2019-04-30,"257,73",117,2401.0,20.52,35
0010BR,2019-01-05,2019-05-31,"266,94",147,2490.0,16.94,35
0010BR,2019-01-06,2019-06-30,"265,01",176,2472.0,14.05,35
0010BR,2019-01-07,2019-07-31,"273,75",206,2565.0,12.45,35
0010BR,2019-01-08,2019-08-31,"286,41",236,2734.0,11.58,35
0010BR,2019-01-09,2019-09-30,"275,28",265,2625.0,9.91,35
0010BR,2019-01-10,2019-10-31,"275,58",295,2628.0,8.91,35
0010BR,2019-01-11,2019-11-30,"262,45",324,2499.0,7.71,35
0010BR,2019-01-12,2019-12-31,"272,33",354,2596.0,7.33,35
0010BR,2020-01-01,2020-01-31,"325,71",31,2598.0,83.81,35
0010BR,2020-01-02,2020-02-29,"313,97",59,2502.0,42.41,35
0010BR,2020-01-03,2020-03-31,"336,51",89,2700.0,30.34,35
0010BR,2020-01-04,2020-04-30,"340,04",118,2729.0,23.13,35
0010BR,2020-01-05,2020-05-31,"350,99",148,2819.0,19.05,35
0010BR,2020-01-06,2020-06-30,"344,42",177,2765.0,15.62,35
0010BR,2020-01-07,2020-07-31,"364,14",207,2927.0,14.14,35
0010BR,2020-01-08,2020-08-31,"369,37",237,2970.0,12.53,35
0010BR,2020-01-09,2020-09-30,"354,40",266,2847.0,10.7,35
0010BR,2020-01-10,2020-10-31,"361,46",296,2905.0,9.81,35
0010BR,2020-01-11,2020-11-30,"346,00",325,2778.0,8.55,35
0010KO,2018-01-01,2018-01-31,"294,55",31,2370.0,76.45,35
0010KO,2018-01-02,2018-02-28,"268,28",58,2152.0,37.1,35
0010KO,2018-01-03,2018-03-31,"295,63",88,2379.0,27.03,35
0010KO,2018-01-04,2018-04-30,"290,45",117,2336.0,19.97,35
0010KO,2018-01-05,2018-05-31,"301,66",147,2429.0,16.52,35
0010KO,2018-01-06,2018-06-30,"293,22",176,2359.0,13.4,35
0010KO,2018-01-07,2018-07-31,"304,12",206,2448.0,11.88,35
0010KO,2018-01-08,2018-08-31,"307,73",236,2478.0,10.5,35
0010KO,2018-01-09,2018-09-30,"295,24",265,2359.0,8.9,35
0010KO,2018-01-10,2018-10-31,"302,28",295,2417.0,8.19,35
0010KO,2018-01-11,2018-11-30,"290,75",324,2322.0,7.17,35
0010KO,2018-01-12,2018-12-31,"333,22",354,2672.0,7.55,35
0010KO,2019-01-01,2019-01-31,"391,79",31,2864.0,92.39,35
0010KO,2019-01-02,2019-02-28,"354,92",58,2588.0,44.62,35
0010KO,2019-01-03,2019-03-31,"375,89",88,2745.0,31.19,35
0010KO,2019-01-04,2019-04-30,"346,23",117,2523.0,21.56,35
0010KO,2019-01-05,2019-05-31,"355,58",147,2593.0,17.64,35
0010KO,2019-01-06,2019-06-30,"350,37",176,2554.0,14.51,35
0010KO,2019-01-07,2019-07-31,"357,19",206,2605.0,12.65,35
0010KO,2019-01-08,2019-08-31,"358,79",236,2617.0,11.09,35
0010KO,2019-01-09,2019-09-30,"345,96",265,2521.0,9.51,35
0010KO,2019-01-10,2019-10-31,"356,65",295,2601.0,8.82,35
0010KO,2019-01-11,2019-11-30,"343,56",324,2503.0,7.73,35
